age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
19,Female,4.462717608789475,2.068753966553181,4.830711300316086,No,94.06034114611413,8.246105263322931,Fair,5,Bachelor,Average,8,No,73.61500881253724
22,Female,0.2110068612172906,4.709482627059142,1.3910127910976875,No,95.6615086298636,8.544732103269611,Good,1,High School,Good,-1,No,45.41932989478625
19,Male,7.104918013579326,2.0144479054474207,0.8919068811586979,Yes,53.95902857672443,9.172914889530652,Fair,4,Unknown,Average,7,Yes,92.27544295526532
21,Male,6.2466688776618895,3.629988526543905,-0.3417615758043124,Yes,64.95182496030284,6.750814998014169,Good,5,Bachelor,Good,2,Yes,96.11948294374872
22,Male,3.9104192534799824,3.756983259391671,3.274353886372528,Yes,87.73564435877475,6.03876808944801,Fair,4,High School,Average,-1,No,61.394517922195206
20,Female,4.769084787817495,3.5947896762056457,3.614183469672308,No,48.50727867349142,5.098956008069423,Poor,1,Bachelor,Good,8,No,24.027633203900105
21,Male,5.058949887995296,0.7434284957986457,3.687263190060374,No,88.79295610905487,8.548796208021589,Poor,4,High School,Good,0,No,39.92588674244628
21,Male,6.89799746349979,3.453872801830344,0.7099729111327608,Yes,63.673742680218496,9.15422745746158,Good,5,High School,Average,6,Yes,69.18916049722766
23,Female,7.422376008261532,6.967513362785676,1.5732894261148396,No,91.04384585666205,8.344358608680347,Fair,0,Unknown,Poor,5,No,56.39538977499528
18,Male,3.812122753363489,3.198029823806514,2.4613065266816534,No,79.9829975216832,4.7845570877382,Fair,6,Bachelor,Average,-1,No,41.47592710552173
22,Female,3.801295042180052,1.6242122746804986,0.1190025730011049,No,87.04965422360272,7.824431540270721,Fair,7,Bachelor,Average,9,No,46.8964576623672
22,Female,1.898929492781369,-0.1263647847523437,4.600335815279741,Yes,92.43377856172202,9.1348578881325,Fair,1,High School,Average,-1,Yes,69.7592779867916
20,Female,5.092799411006999,5.071524040152832,3.250271058393679,No,74.0561643440422,6.497357969963445,Poor,0,High School,Average,6,Yes,91.51920627721944
21,Male,6.431208676240745,2.2939262008772774,1.9356001347706904,Yes,63.03119937721733,9.964370761224885,Good,6,Unknown,Average,11,Yes,88.99975189571282
20,Male,4.640237916378443,1.9007749706165613,3.400339374646877,No,89.45396224509513,6.332832306409374,Good,3,High School,Poor,1,No,79.67702458293985
16,Female,3.987592597806575,2.7755367420850248,1.6458631073445296,No,50.24950554476236,8.493490370101743,Poor,4,High School,Average,0,No,28.384918936938263
19,Female,5.063505735679075,3.089250066834367,4.6417842527923066,No,46.68284049537782,8.530777442804785,Poor,5,High School,Average,7,No,62.41144108293755
17,Male,4.576377763040527,1.5168284073536396,2.642614716883906,No,54.635072849211,6.9296661902958645,Fair,5,Bachelor,Poor,2,No,77.89462212712426
20,Male,6.878956637454614,4.395344224711409,1.9887047494491008,No,75.41577538081701,5.884107223736121,Fair,2,Bachelor,Good,1,No,71.61639046038431
19,Female,0.6051321735289239,3.2566752012428823,0.9185499928632954,Yes,58.06791491637774,3.957275762302955,Poor,1,High School,Good,1,No,47.70176366844598
18,Female,2.5363738320377154,2.982040416152355,3.641185937389957,Yes,79.39124433225874,8.76808852163631,Good,1,Master,Poor,2,No,84.25439239804861
22,Female,3.768512898658125,3.9362027700528857,-0.3831508826253161,Yes,88.0316186576672,6.823163727811648,Good,1,High School,Good,1,Yes,82.34539299514034
22,Male,2.4420751245447065,6.137891123423058,0.0122201489734457,No,73.29392885153047,4.681347046577176,Good,6,High School,Average,11,Yes,102.8677431939332
22,Female,1.3546568349427544,4.018607849126025,1.4377189017069492,No,98.9299400767558,9.785628922068138,Fair,2,High School,Average,-1,No,42.50813533361358
23,Male,6.038061286246789,1.0834183371268251,2.532412867757051,Yes,73.99853941258287,10.227633612305196,Fair,0,Bachelor,Poor,2,No,50.90846047239276
21,Female,2.754422319886326,5.328645111651842,1.7083664855919451,Yes,88.77874567511138,6.51325276631335,Fair,1,High School,Good,1,No,60.46295926816007
18,Female,5.1146583179016485,3.49687849873612,3.5853842741790736,Yes,91.75980130872436,7.671730222322097,Good,5,Bachelor,Average,2,No,79.18816353801265
24,Female,5.689821787009747,3.219376670685397,3.033543431109337,No,62.603820238503296,5.400627536658663,Good,7,High School,Good,0,Yes,34.38799350099323
21,Female,7.410115537213041,2.731640196750241,4.274437572584321,Yes,80.89211952941999,3.916400797918084,Good,0,Bachelor,Poor,7,Yes,76.32662116323388
19,Male,8.132917182344286,0.1328885284529048,4.850988321074876,Yes,58.4548292048561,6.905621419624163,Fair,6,Unknown,Good,2,Yes,58.275172754625885
18,Female,4.8104633798144585,1.2267542082913625,4.309962252280316,Yes,72.32143209963114,10.370411495367026,Fair,1,High School,Good,4,Yes,70.71578932761061
16,Male,8.216483262971467,2.98841710254442,3.0101828536578177,No,67.57796855206772,7.83038839565769,Fair,3,High School,Good,0,No,66.08564613322471
21,Female,6.425322225440983,3.359627441979253,3.3452046511580797,No,92.92537367323706,8.826798125438183,Fair,3,High School,Good,5,Yes,31.538864156997008
19,Male,6.61218928483418,2.211803317756045,3.43603062758437,Yes,72.0758474142989,9.245400613581982,Fair,1,High School,Good,10,Yes,68.81996183661589
22,Male,1.633484576089938,4.516136676597487,2.433395083357962,No,69.76998635173375,5.707261687489996,Fair,1,Bachelor,Average,9,No,51.06512516537639
19,Female,6.936980418662035,3.84854110011724,4.247489119969209,No,86.30705007433455,9.649735191132706,Good,0,High School,Average,3,No,58.929126171263896
21,Female,1.6298996553716318,2.96692553162099,2.6755631428428,No,76.66600460984446,8.63798678590226,Poor,2,Bachelor,Good,8,Yes,74.8176038710761
22,Female,3.7968163201358935,4.544484136797916,1.8732823976659156,No,98.7515585849303,9.13572428090914,Good,0,Bachelor,Good,7,No,71.46774904657696
24,Male,4.391759246987713,1.935088454700577,3.3209835174824125,No,57.38322804767155,8.743713444338024,Fair,0,Master,Average,9,No,53.782877445832185
22,Female,3.571858765177777,-0.6746155519081842,4.645012320203355,Yes,62.07292046106295,11.108370121555245,Fair,7,Unknown,Good,6,No,82.27614254566821
22,Male,2.693016647959308,2.932380478684428,0.6421633421714769,No,57.37318214975279,4.79608891815483,Poor,4,Unknown,Average,9,Yes,81.38903347682484
21,Male,2.933979665879065,1.3382386825968222,4.707848894481487,No,80.09197018048363,6.629156269689212,Fair,3,High School,Average,6,No,72.46875851302799
23,Male,3.596858147891191,0.9279141810302513,2.141299735646513,No,50.21661222372619,5.482123070821808,Good,4,Bachelor,Good,9,No,70.40394437514446
22,Other,3.040124941585998,1.9725283373353828,1.536646254652605,No,61.55048435026196,7.551503905748543,Fair,5,Master,Poor,4,No,64.65491896220767
24,Female,3.959903799665799,4.613638530440378,1.816266429979028,No,86.45591090843591,6.0884572768902325,Good,6,Bachelor,Poor,4,Yes,93.56222551875618
23,Male,6.003155623707011,2.1211507802972847,3.334994933506459,No,76.25161973470031,8.217543190664644,Poor,4,High School,Poor,1,No,29.07244001675536
21,Other,4.004818967194352,-0.4632421698676492,1.5348416859289766,No,71.44253301129378,4.839736686645338,Fair,1,High School,Average,-1,Yes,40.650918201665576
24,Male,8.182785443920773,4.0321595761989055,2.202372409277451,Yes,54.33834964606389,9.622708800295875,Good,6,Bachelor,Poor,12,No,48.62069345853409
22,Male,4.90190833010898,5.116551048723947,2.8724623593811183,No,87.85676974469276,6.5688393224111365,Fair,0,Unknown,Good,5,No,78.69736094593367
21,Female,5.882731357320162,6.0452357778231525,3.952447510659728,No,87.86659072711777,5.85711999829772,Fair,1,Master,Average,0,No,56.55318827888451
20,Male,5.326554145075346,2.484485877726468,1.5852038356964997,No,79.8664761441629,7.561265775652425,Good,3,Unknown,Average,7,Yes,61.21304513576068
23,Female,3.965909161327368,6.944130517504716,5.046544354180975,No,84.2229672177815,5.781200014079848,Fair,1,Bachelor,Poor,6,No,46.90119117980423
22,Female,6.539629874725888,4.736046002647572,3.488631649769688,No,69.14023424499818,5.724184179776453,Fair,6,High School,Average,1,No,76.42461313317354
24,Other,7.396545898177404,2.611749454890409,1.9195705918767183,Yes,80.74929550032887,6.748753317177654,Poor,0,Unknown,Good,2,No,66.00772337966983
16,Female,4.07881381380931,3.573686374589021,3.0446384394393413,No,58.76890560734813,5.545365600299736,Fair,6,High School,Good,-1,Yes,93.14478935729775
22,Female,6.66732921311052,2.701016319869642,3.528141131436608,Yes,90.34589619984082,8.027565560002785,Fair,3,Bachelor,Good,7,No,45.5733271017279
21,Other,4.0196753981931455,5.701184737041382,1.8627110964083768,No,87.10222185646595,8.76345799251396,Fair,2,Unknown,Average,7,No,62.674350856802384
23,Female,6.293472001705824,2.7811769807176594,4.601717510345565,No,91.23008047775087,8.389364670225918,Fair,2,Master,Average,9,Yes,76.7732410097076
17,Female,6.603711585341631,4.740998942645541,2.444293413122562,No,57.50903668624226,4.95809918081492,Fair,0,Unknown,Average,7,Yes,69.84356856639756
21,Male,3.212007594617736,3.449706099135361,3.785290642945738,Yes,73.22268486552629,6.885627598307195,Fair,2,Bachelor,Good,1,No,73.61069477460804
20,Female,3.161207736723041,3.544469130947564,1.136924662963646,No,75.45780709903437,5.996970843624971,Fair,1,Bachelor,Good,7,No,85.17389729840357
23,Female,5.571102945300636,3.7249549024172497,1.949671056303436,Yes,96.04737117597074,7.485396216970529,Poor,0,Bachelor,Good,2,No,61.41275233067189
22,Female,2.889797238218163,2.2149319892407067,5.101605245580725,No,54.10944429823366,6.560327745322338,Fair,0,High School,Average,8,No,83.49564663149911
18,Female,5.640890818639178,4.030073363413271,2.7124302711865376,No,94.289368277944,7.562739673831317,Fair,3,Unknown,Good,2,No,39.55602327804583
16,Male,5.607116339289538,2.060645648258513,3.8411842690580498,Yes,62.70865989081564,6.362897125005395,Fair,2,High School,Average,0,Yes,84.65048228094692
19,Male,5.331050267140075,4.62513881373346,2.1797043910410627,No,63.902065580647935,7.449074530178922,Fair,3,Unknown,Good,6,No,98.2163315192298
24,Female,4.8121705769426,4.9829661346799865,2.13659524608482,Yes,95.23261100809285,8.615366582402949,Good,4,Bachelor,Good,10,No,86.6935897560153
22,Male,6.348911947109218,7.205239072954022,2.330981076694863,No,62.05310126394758,6.385473890226184,Good,1,High School,Poor,6,No,57.84078502313563
19,Male,4.731628226228234,4.571835968896458,2.166887744676799,No,75.19519084535122,5.19655212925245,Poor,4,Master,Average,3,No,92.23282853952492
17,Female,5.838469988312749,5.64874997402543,3.425291200072091,Yes,49.50464858112207,7.9594830468140785,Good,3,Bachelor,Average,9,No,59.38523981896464
22,Female,5.118863275454757,3.9123483126923473,3.656305605320441,No,56.08121351419008,10.18106063112171,Good,3,Unknown,Good,3,Yes,70.63142171560952
24,Female,5.771351909460405,4.276320423450968,0.2391990548226061,No,88.73506670325142,7.767078292011757,Good,5,Bachelor,Poor,9,Yes,76.81171030721367
23,Male,6.739423120573308,1.925841901268845,2.315019445514952,No,66.15806472904048,9.303680719557589,Fair,4,High School,Poor,7,No,90.54890939055798
21,Female,6.757282492996575,3.9003962819497233,5.409841975614107,No,77.5410694172291,6.77215733658753,Good,4,Bachelor,Poor,0,Yes,76.7132421095282
18,Male,6.420298883971553,2.2624279916483188,1.4917763813929603,Yes,91.50355880594238,7.487383875275528,Fair,4,Bachelor,Average,3,No,78.3879690548467
20,Female,5.891358269495395,2.7164492559230147,3.638612713355468,No,84.0088272799985,9.541808298629508,Good,4,Bachelor,Good,2,No,89.1608893882473
22,Female,2.6739381384489205,8.121734019756286,4.626327479289215,No,82.2135889419186,5.294843037734025,Fair,1,Unknown,Average,6,No,68.65509422541803
22,Male,4.788800694096494,4.485293030530411,1.9091928703535723,No,94.50728194913796,7.229597066984574,Fair,6,Unknown,Average,3,No,85.17181761284499
20,Female,1.239242491169816,8.131078981071198,4.403939909185486,Yes,59.23769130131291,7.950188827988362,Fair,3,High School,Good,7,No,99.73966783438004
22,Other,4.873209012033664,3.426667592340158,-0.239749888222544,Yes,53.54796148455216,9.403179602203364,Fair,7,Bachelor,Good,3,Yes,96.99212186452792
24,Female,0.8610086204721297,4.05129280018775,5.7330906270018245,Yes,76.83752162770466,6.121339110301918,Fair,1,High School,Average,7,No,74.3885530841473
22,Female,1.9530883344694163,2.632705567922093,3.433765502474161,Yes,74.8737698292752,8.39708401980478,Poor,3,Bachelor,Good,5,No,64.50928361556291
21,Female,0.5978444320962226,4.409923484561564,5.642522764074034,Yes,87.56737682775733,4.1862320777073885,Fair,6,High School,Poor,10,No,55.21409435203098
20,Female,6.86298419730535,2.7775580472882777,4.119675673101712,No,96.63642087867544,8.684459954316464,Poor,1,High School,Average,3,No,85.14282736638599
19,Female,7.61895636966049,6.430145787311124,1.5014775997177003,No,71.15112183395148,6.362116404597042,Fair,5,High School,Average,-1,No,70.27885358884713
22,Female,6.066593457085844,1.2250618129073323,0.544753293417483,No,64.34050813054678,9.222549650027007,Good,1,High School,Poor,10,No,41.17980316680148
22,Female,6.048901849704183,2.623691632358521,0.8858621021388942,No,87.42502372305711,9.816147558794595,Fair,5,Bachelor,Poor,6,Yes,25.01568798514413
19,Male,5.554139076590492,1.9611175612183085,0.8382105009243381,No,86.84006159628652,8.708232654138003,Fair,6,Master,Good,3,Yes,73.54524714297591
21,Female,5.861234303585922,0.388459801713138,2.6201736284846886,Yes,92.63248000522754,5.206178982116927,Good,1,High School,Good,2,No,20.80382075611842
22,Female,8.77462482736961,2.664157033321666,2.687365117998556,No,74.5621352194211,8.598050441281384,Poor,0,Bachelor,Good,2,No,15.762092005477951
23,Other,6.107212641630232,0.8997459067620337,1.1154301325397946,Yes,80.21353891323213,8.863912937313225,Fair,5,Bachelor,Average,8,Yes,109.63985323058682
21,Female,6.829242835045791,3.897851015198392,4.250787687094904,No,71.93555076069771,8.149890676055172,Good,4,Bachelor,Good,3,Yes,68.34913718470617
22,Female,3.3656967588241637,3.414558152483334,4.670660137405251,Yes,88.65429465082866,7.848702850100372,Good,3,Bachelor,Poor,2,No,49.69161708129722
22,Male,4.221068563230973,3.554206930415831,4.859427026088142,No,76.87405253020822,6.191252974175148,Good,4,Bachelor,Good,4,Yes,85.63712688495909
23,Male,6.375328548215895,3.145346466984926,2.2929625991001124,Yes,60.48741876193451,5.123044325876092,Good,5,Bachelor,Good,0,No,35.28666691654913
22,Female,3.737355669443384,0.5479433610772895,2.501849566651612,No,66.80468428401726,6.953478797962017,Fair,4,Bachelor,Good,2,No,45.89556247647204
20,Other,6.9009956699663695,3.734600198544313,0.5648040947496347,No,90.38120283014534,5.93201620187344,Fair,1,High School,Good,2,Yes,52.65165869079121
18,Female,7.374694170461742,2.092862403821328,1.373504242649061,No,84.49875635569312,10.436749494962232,Fair,2,Bachelor,Average,-1,No,55.652880927477455
18,Female,5.6437154750903655,4.648930809814984,1.364092976378763,Yes,69.08445508325231,9.682752143225214,Fair,4,Unknown,Poor,8,No,56.20236215954313
22,Female,3.448846226919099,-0.0799716829026211,0.8595792437578675,Yes,74.90912192777846,8.149931303448387,Poor,4,Bachelor,Poor,5,No,92.8783339102656
21,Other,0.8630650236163808,1.4740920495377785,4.867245492232485,No,76.869570251999,8.712817823784848,Fair,3,Unknown,Good,5,No,45.8692535897888
22,Other,5.152704605913184,0.6287133489503582,4.339940302397814,Yes,79.54779512399593,8.699115420714552,Fair,4,Bachelor,Average,0,Yes,73.55320379718572
24,Male,2.901974895042029,5.007378824533946,0.3348104535833145,No,90.54738178511406,5.979153955895427,Fair,0,Bachelor,Poor,9,No,59.43156296617385
19,Male,5.877597062459781,4.184448398213286,2.90127317967948,No,91.3013682604915,7.764375523049744,Fair,6,Unknown,Average,2,No,25.291543620857965
19,Male,5.613027632486025,4.54676120216977,3.045851532870292,No,61.49837732931918,8.631521524963116,Good,2,High School,Poor,10,No,76.46849046448719
16,Male,5.87264564355601,4.638144739850132,2.598673024864242,Yes,87.77056017959912,9.984981093881895,Fair,5,High School,Good,10,Yes,76.95634928069573
22,Female,5.57337654760173,1.1102972589292055,0.4734128846280311,No,64.1618265634415,10.83923266778034,Fair,1,Bachelor,Poor,0,No,88.10034564322109
22,Female,6.910592705138905,4.960193510675488,5.3229772914381,Yes,57.32655292415296,10.630307288473656,Good,1,Bachelor,Good,1,No,64.89479748387772
21,Male,3.16029928693981,1.7870763751476704,5.04745179860108,Yes,82.451147617315,4.697467157772903,Poor,3,High School,Poor,9,No,79.88979360583897
19,Other,5.764549790676162,3.0967411820424573,2.381440886846009,Yes,86.59051684109085,6.338372221627494,Fair,4,Unknown,Poor,-1,Yes,49.850440478027146
21,Male,4.671894507269728,3.938367575278797,2.6536415181859496,Yes,63.348510914290486,6.694659519985891,Poor,3,High School,Average,0,Yes,81.63372526737322
25,Male,7.196943062258978,3.679519204814637,2.726156533990657,No,69.03479709457562,6.395327054816586,Good,6,Unknown,Good,3,No,94.69293412964844
20,Female,6.889939716623449,3.3295644965415696,1.9068530083984732,Yes,60.36965601154639,10.628589208568611,Fair,4,Unknown,Average,6,No,76.60420079824193
22,Male,5.400942105529498,3.4561736286831835,4.609311893022264,Yes,74.12751877514162,7.238909509285429,Good,3,Unknown,Average,2,No,59.84910114437521
22,Female,6.695499465898075,1.7085226643609537,-0.1098354229580375,Yes,62.99823478995841,5.960809027923316,Fair,1,Bachelor,Average,7,Yes,80.1581486687366
